110.3303478	76.1284625	-40.51448332	16.72337855	98.51694426	-25.12611628   -48.2440
-90.98698359	-50.52136253	5.615474892	-47.67914014	-167.1627637	-20.51033034   -0.7634
-62.37520692	-88.40670118	-9.404964424	14.20405652	97.07169842	44.08068224    112.3018
133.8106573	76.34616262	38.44054088	-65.73119599	-37.15801857	51.85338527    -4.7819
135.4858626	84.47591656	44.75765914	-56.79379245	-93.83946935	32.7948211     24.1915
-84.73656982	-62.39063205	20.59914655	-16.12108483	-89.91147695	-5.314152675   -106.2573
36.41445648	49.36850005	-124.357628	-74.13515818	-90.03546341	37.603934      -124.7919
76.28444946	61.66154825	-164.7236208	-23.83738648	89.70526968	-30.87842933   98.6974
-45.91540923	-80.27442937	112.8293157	48.81891186	-90.07224942	26.79997984    175.0910
60.45400695	35.49039305	-142.3611792	-86.42210039	172.6202616	-36.72963807   1.1897
141.6629276	89.73111623	-172.4006822	51.84073375	93.59962783	65.99233391    41.9406
86.27705364	75.87773854	-178.8352258	34.93456239	-175.3034845	40.57322587    -1.7007
146.6812177	82.4291371	-150.3138836	80.85132812	124.2206393	56.45017387    3.3971
152.5699435	50.93772128	146.7227379	-71.62599488	90.06263106	65.20020514    139.3875
-150.2247375	-85.14223677	139.1173208	-87.90514522	-90.0284131	-40.26652305    -171.0847
-130.8676373	-75.37489484	-117.0332284	61.91479629	89.84350423	33.35410784    -134.5294
-132.2750594	-50.12316384	-104.0897022	65.23809657	-19.77973729	-4.596021794   -1.4738
88.94094836	49.41996699	-161.2535278	-65.22980457	-177.3867784	-36.64021747   1.3038
-50.68352607	-70.96659566	116.5189215	37.59537043	85.72547484	-14.30893292    -15.7300
134.6431065	87.05649928	-146.7135445	86.31322248	149.3584251	61.31352381     1.0656
100.7216969	79.59454091	-157.5225655	51.39788486	167.8267666	50.06217427    1.6118
120.3492639	78.79570512	116.5435013	-41.42391386	-96.44164072	-24.41549767    -18.4675
111.4783116	83.75293594	-162.5226079	56.26758834	175.6782896	52.64938081     0.9984
-19.63754491	-56.51568096	138.4110955	82.85660985	85.15552546	-58.68354421    -8.0534
-22.61433138	-24.78757431	-54.47096706	-88.40899881	-153.2058288	-22.15504756    0.7613
-39.44823752	-49.99986604	-49.92696487	-57.92255479	-91.18819308	-25.03746577    -46.5741
-150.5165911	-43.90117023	82.20788984	-89.69677228	152.0764223	-15.75975481    -0.7075
-118.5156429	-75.22479581	60.15064089	-43.95289714	123.3745325	-22.84335336    4.0222
133.2563342	83.70444893	-173.3414196	73.88185527	127.6519429	71.22068123     4.0092
157.6842806	66.26758275	-110.6646565	66.64926364	98.5197755	19.77978391     6.9095
